StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,id_prolific,check,assertion_36_31,assertion_36_34,assertion_36_35,assertion_36_37,assertion_36_38,assertion_36_40,assertion_36_41,assertion_36_42,assertion_36_45,assertion_32_31,assertion_32_34,assertion_32_35,assertion_32_37,assertion_32_38,assertion_32_40,assertion_32_41,assertion_32_42,assertion_32_45,assertion_33_31,assertion_33_34,assertion_33_35,assertion_33_37,assertion_33_38,assertion_33_40,assertion_33_41,assertion_33_42,assertion_33_45,question_36_31,question_36_34,question_36_35,question_36_37,question_36_38,question_36_40,question_36_41,question_36_42,question_36_45,question_32_31,question_32_34,question_32_35,question_32_37,question_32_38,question_32_40,question_32_41,question_32_42,question_32_45,question_33_31,question_33_34,question_33_35,question_33_37,question_33_38,question_33_40,question_33_41,question_33_42,question_33_45,assertion_39_31,assertion_39_34,assertion_39_35,assertion_39_37,assertion_39_38,assertion_39_40,assertion_39_41,assertion_39_42,assertion_39_45,assertion_44_31,assertion_44_34,"assertion_44_35 ",assertion_44_37,assertion_44_38,assertion_44_40,assertion_44_41,assertion_44_42,assertion_44_45,assertion_43_31,assertion_43_34,assertion_43_35,assertion_43_37,assertion_43_38,assertion_43_40,assertion_43_41,assertion_43_42,assertion_43_45,question_39_31,question_39_34,question_39_35,question_39_37,question_39_38,question_39_40,question_39_41,question_39_42,question_39_45,question_44_31,question_44_34,question_44_35,question_44_37,question_44_38,question_44_40,question_44_41,question_44_42,question_44_45,question_43_31,question_43_34,question_43_35,question_43_37,question_43_38,question_43_40,question_43_41,question_43_42,question_43_45,PROLIFIC_PID
2022-12-23 14:57:46,2022-12-23 15:09:48,0,100,721,1,2022-12-23 15:09:48,R_bsFS1ijEBkT4BR7,anonymous,EN,1,60cbb3a438a8a5ef8d42ee21,I pay attention,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cbb3a438a8a5ef8d42ee21
2022-12-23 15:09:20,2022-12-23 15:10:01,0,100,41,1,2022-12-23 15:10:02,R_TedQomHISzlPyxz,anonymous,EN,1,5589be79fdf99b18be320155,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5589be79fdf99b18be320155
2022-12-23 15:07:58,2022-12-23 15:10:22,0,100,143,1,2022-12-23 15:10:22,R_RsG4x12ZfS9hSlb,anonymous,EN,1,61255c5cd3dc2cfd8fbc101d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61255c5cd3dc2cfd8fbc101d
2022-12-23 15:08:45,2022-12-23 15:11:08,0,100,142,1,2022-12-23 15:11:08,R_Q4fFEemgs323jax,anonymous,EN,1,55ea70c37480920010aa9982,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,55ea70c37480920010aa9982
2022-12-23 15:09:28,2022-12-23 15:11:08,0,100,100,1,2022-12-23 15:11:09,R_6n7JV4wOhPC6ncJ,anonymous,EN,1,5ba19bdfa896050001d51f18,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ba19bdfa896050001d51f18
2022-12-23 15:09:19,2022-12-23 15:11:18,0,100,118,1,2022-12-23 15:11:18,R_3HS5jkoQCKFTjZG,anonymous,EN,1,63891bdb3ba6ac10865528f3,I pay attention,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63891bdb3ba6ac10865528f3
2022-12-23 15:09:10,2022-12-23 15:11:21,0,100,130,1,2022-12-23 15:11:22,R_2Yx3Vyk2g4uCuQo,anonymous,EN,1,628817a3c518b074f426f27d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628817a3c518b074f426f27d
2022-12-23 15:09:18,2022-12-23 15:11:23,0,100,124,1,2022-12-23 15:11:23,R_1SxgZYlIgxngeLn,anonymous,EN,1,628de7e8ff1744a9717d7883,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,628de7e8ff1744a9717d7883
2022-12-23 15:10:04,2022-12-23 15:11:23,0,100,78,1,2022-12-23 15:11:23,R_85KEkTwz2SOKJfX,anonymous,EN,1,6266b4ea9408fc167507d923,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,6266b4ea9408fc167507d923
2022-12-23 15:09:54,2022-12-23 15:11:33,0,100,98,1,2022-12-23 15:11:33,R_uwCqkm5DGY6OPGV,anonymous,EN,1,59ffb939517dfb00013dadda,I pay attention,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59ffb939517dfb00013dadda
2022-12-23 15:10:19,2022-12-23 15:11:35,0,100,76,1,2022-12-23 15:11:35,R_2CKz7iMQVTHlsdF,anonymous,EN,1,62854bc2a3bb1ddef989b6b7,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,62854bc2a3bb1ddef989b6b7
2022-12-23 15:10:16,2022-12-23 15:11:38,0,100,81,1,2022-12-23 15:11:38,R_dcA7nwAFs2k9CQp,anonymous,EN,1,60a44472ebfeac4c9d340ce4,I pay attention,2,1,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60a44472ebfeac4c9d340ce4
2022-12-23 15:08:47,2022-12-23 15:11:50,0,100,182,1,2022-12-23 15:11:50,R_28TYo8M0LanvgkM,anonymous,EN,1,63336fbfcaa4a5d476a28b53,I pay attention,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63336fbfcaa4a5d476a28b53
2022-12-23 15:10:14,2022-12-23 15:11:59,0,100,104,1,2022-12-23 15:11:59,R_31ivLPeJS9MNCAs,anonymous,EN,1,5c7560f14f23e50016135028,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c7560f14f23e50016135028
2022-12-23 15:10:15,2022-12-23 15:12:00,0,100,104,1,2022-12-23 15:12:01,R_2sZrgv5k0NQ3CEx,anonymous,EN,1,636b228397b18fea42d5ba72,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636b228397b18fea42d5ba72
2022-12-23 15:10:06,2022-12-23 15:12:03,0,100,116,1,2022-12-23 15:12:04,R_3sjluvAQXuMq2ye,anonymous,EN,1,60e3072a6e09025d10fdcb5e,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60e3072a6e09025d10fdcb5e
2022-12-23 15:10:59,2022-12-23 15:12:10,0,100,71,1,2022-12-23 15:12:11,R_1qX0NKIZ3Z1zDTt,anonymous,EN,1,5c395df5f5ebd50001850900,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c395df5f5ebd50001850900
2022-12-23 15:10:43,2022-12-23 15:12:12,0,100,88,1,2022-12-23 15:12:14,R_11apI8UfinuJQsN,anonymous,EN,1,5e176b2163c7a407ce2f02a1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e176b2163c7a407ce2f02a1
2022-12-23 15:09:24,2022-12-23 15:12:24,0,100,179,1,2022-12-23 15:12:24,R_0UjIOJIle7UNyg1,anonymous,EN,1,59565b1bbbb52400017ad4e1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59565b1bbbb52400017ad4e1
2022-12-23 15:10:17,2022-12-23 15:12:31,0,100,133,1,2022-12-23 15:12:31,R_55UQMSw8iat35Pr,anonymous,EN,1,5cc3f0f9fdb33500018c5eeb,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,1,1,2,5cc3f0f9fdb33500018c5eeb
2022-12-23 15:11:01,2022-12-23 15:12:32,0,100,91,1,2022-12-23 15:12:32,R_C1VlwKyTkGD1tGV,anonymous,EN,1,631bb11a022ba038ef69e7b1,I pay attention,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631bb11a022ba038ef69e7b1
2022-12-23 15:10:01,2022-12-23 15:12:50,0,100,168,1,2022-12-23 15:12:50,R_ssO07yVqtyOdtCx,anonymous,EN,1,615212aaa4b41922e0765736,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615212aaa4b41922e0765736
2022-12-23 15:11:28,2022-12-23 15:12:54,0,100,85,1,2022-12-23 15:12:54,R_11YhhOGq3X2ibG8,anonymous,EN,1,5f9f0e68b9f7035144cef331,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f9f0e68b9f7035144cef331
2022-12-23 15:11:52,2022-12-23 15:12:58,0,100,66,1,2022-12-23 15:12:58,R_bdyP7DaSTn53Jjr,anonymous,EN,1,62885c14d00376d11632a442,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,62885c14d00376d11632a442
2022-12-23 15:09:58,2022-12-23 15:13:06,0,100,187,1,2022-12-23 15:13:06,R_3oShe9xtEgtQbGL,anonymous,EN,1,5c961ee66357fb0001ef4b4a,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c961ee66357fb0001ef4b4a
2022-12-23 15:11:19,2022-12-23 15:13:18,0,100,118,1,2022-12-23 15:13:18,R_3lrGEr7DCAdQZRg,anonymous,EN,1,61085df762ade24892b6fb01,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,61085df762ade24892b6fb01
2022-12-23 15:11:01,2022-12-23 15:13:28,0,100,146,1,2022-12-23 15:13:28,R_1CpV1dASp7ybe6p,anonymous,EN,1,62b36713e7f1222fd112f23e,I pay attention,,,,,,,,,,2,2,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62b36713e7f1222fd112f23e
2022-12-23 15:09:07,2022-12-23 15:13:48,0,100,281,1,2022-12-23 15:13:49,R_22P2scxsWddop90,anonymous,EN,1,60e7739644eb45bfddedf039,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,60e7739644eb45bfddedf039
2022-12-23 15:13:08,2022-12-23 15:13:50,0,100,42,1,2022-12-23 15:13:51,R_cRSDCyYqzv6lC1j,anonymous,EN,1,5fdba0fa8929f002d77a2aef,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,5fdba0fa8929f002d77a2aef
2022-12-23 15:12:10,2022-12-23 15:13:52,0,100,102,1,2022-12-23 15:13:52,R_2cABgCxlH4j79L2,anonymous,EN,1,62c44d672834a5c5ce7362f1,I pay attention,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62c44d672834a5c5ce7362f1
2022-12-23 15:12:52,2022-12-23 15:13:59,0,100,67,1,2022-12-23 15:14:00,R_1H1ctDLOeSqKz2C,anonymous,EN,1,5ba854ed7c0ebe0001272f2d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ba854ed7c0ebe0001272f2d
2022-12-23 15:12:19,2022-12-23 15:14:09,0,100,110,1,2022-12-23 15:14:10,R_3fkh83RuZCQ3rHc,anonymous,EN,1,610836bd728be05829e73afb,"I pay attention ",1,2,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610836bd728be05829e73afb
2022-12-23 15:10:30,2022-12-23 15:14:16,0,100,226,1,2022-12-23 15:14:17,R_0ILN0h1VfurXZpD,anonymous,EN,1,63922a90535163f007384d25,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,1,1,2,,,,,,,,,,63922a90535163f007384d25
2022-12-23 15:13:56,2022-12-23 15:14:29,0,100,32,1,2022-12-23 15:14:29,R_2YXFJR2CVu9hFgr,anonymous,EN,1,5748077a5e5491000e3bf711,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5748077a5e5491000e3bf711
2022-12-23 15:12:12,2022-12-23 15:14:43,0,100,150,1,2022-12-23 15:14:43,R_3iI12ozAt0XM9ly,anonymous,EN,1,6272ae90bcc3709d723d1d2b,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6272ae90bcc3709d723d1d2b
2022-12-23 15:11:25,2022-12-23 15:14:43,0,100,198,1,2022-12-23 15:14:43,R_2waZwiHzfI9IibQ,anonymous,EN,1,61549a2caa92d84f392000e9,I pay attention,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61549a2caa92d84f392000e9
2022-12-23 15:13:01,2022-12-23 15:14:55,0,100,114,1,2022-12-23 15:14:55,R_2qEpIicBvvoXipb,anonymous,EN,1,5d92832f82e59d001a0e7f1b,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,1,1,2,,,,,,,,,,5d92832f82e59d001a0e7f1b
2022-12-23 15:12:51,2022-12-23 15:15:13,0,100,142,1,2022-12-23 15:15:13,R_AnxmKIrAzsjZjMd,anonymous,EN,1,5ed8a78f267213000c422f99,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ed8a78f267213000c422f99
2022-12-23 15:13:40,2022-12-23 15:15:16,0,100,95,1,2022-12-23 15:15:17,R_1IaTPCFDsvhPw76,anonymous,EN,1,629f7118ea1b5e22a22a6b39,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,629f7118ea1b5e22a22a6b39
2022-12-23 15:14:16,2022-12-23 15:15:25,0,100,69,1,2022-12-23 15:15:26,R_1LCduGV7ipdA7M4,anonymous,EN,1,627ebc31883c7dd7c2220c7e,I pay attention,1,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627ebc31883c7dd7c2220c7e
2022-12-23 15:14:22,2022-12-23 15:15:27,0,100,65,1,2022-12-23 15:15:28,R_25tHQfFp4DzdZjw,anonymous,EN,1,5c3d49f6486a390001e87d8e,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c3d49f6486a390001e87d8e
2022-12-23 15:14:43,2022-12-23 15:15:52,0,100,69,1,2022-12-23 15:15:53,R_tX1YEMuOVUzAxjj,anonymous,EN,1,5f4dbfdf75b52598a859b99d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,5f4dbfdf75b52598a859b99d
2022-12-23 15:13:24,2022-12-23 15:15:53,0,100,148,1,2022-12-23 15:15:53,R_3JIOLpiYjdYAYtu,anonymous,EN,1,62e7c7dfe2d1a825e4e88dec,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,62e7c7dfe2d1a825e4e88dec
2022-12-23 15:14:36,2022-12-23 15:15:53,0,100,76,1,2022-12-23 15:15:53,R_32JGbhdlPwrRwXt,anonymous,EN,1,5ea77b0161f86b151f475c8f,I pay attention,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ea77b0161f86b151f475c8f
2022-12-23 15:13:26,2022-12-23 15:16:00,0,100,154,1,2022-12-23 15:16:00,R_839ITvBITPxKltD,anonymous,EN,1,60404149ccc2b3237e031364,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60404149ccc2b3237e031364
2022-12-23 15:12:57,2022-12-23 15:16:03,0,100,185,1,2022-12-23 15:16:03,R_QmQD6x6DKmEiXqp,anonymous,EN,1,637e447c16e05f6828930612,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637e447c16e05f6828930612
2022-12-23 15:14:07,2022-12-23 15:16:09,0,100,121,1,2022-12-23 15:16:09,R_2vew4W2HB8Mr3ex,anonymous,EN,1,5c55b95b91c0ad0001cf86ab,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c55b95b91c0ad0001cf86ab
2022-12-23 15:14:15,2022-12-23 15:16:32,0,100,136,1,2022-12-23 15:16:32,R_usGiJzxBSQVeiYh,anonymous,EN,1,5d426dc35a696a0001afabcc,"I pay attention ",,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d426dc35a696a0001afabcc
2022-12-23 15:15:30,2022-12-23 15:16:38,0,100,67,1,2022-12-23 15:16:38,R_3Lka0boXPGfjfZE,anonymous,EN,1,6108708cc133f82c35c00f12,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6108708cc133f82c35c00f12
2022-12-23 15:14:31,2022-12-23 15:16:38,0,100,127,1,2022-12-23 15:16:39,R_28SOGB1ucikykiU,anonymous,EN,1,57541379f5000a0006b06ab4,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,57541379f5000a0006b06ab4
2022-12-23 15:15:32,2022-12-23 15:16:39,0,100,67,1,2022-12-23 15:16:40,R_usHUxGMiJ02q7QZ,anonymous,EN,1,60c000b635cd8d9bcfcf69d0,I pay attention,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60c000b635cd8d9bcfcf69d0
2022-12-23 15:15:06,2022-12-23 15:16:42,0,100,95,1,2022-12-23 15:16:42,R_87IwYI2iRIDNN4t,anonymous,EN,1,5e11fc3a76f45086a608f9bd,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e11fc3a76f45086a608f9bd
2022-12-23 15:15:28,2022-12-23 15:16:42,0,100,74,1,2022-12-23 15:16:42,R_2uBpZdz2QKYnS1I,anonymous,EN,1,5fd67cce91f9895969c0edee,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fd67cce91f9895969c0edee
2022-12-23 15:14:42,2022-12-23 15:16:45,0,100,122,1,2022-12-23 15:16:45,R_BWxxIkIMKZv3gqZ,anonymous,EN,1,613e59f68312d2083c8b193d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,613e59f68312d2083c8b193d
2022-12-23 15:15:04,2022-12-23 15:16:49,0,100,105,1,2022-12-23 15:16:50,R_C8G5i5TpZDeeGTT,anonymous,EN,1,60321bd53ecd7d1e0edab63c,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,60321bd53ecd7d1e0edab63c
2022-12-23 15:14:56,2022-12-23 15:16:52,0,100,116,1,2022-12-23 15:16:53,R_3ixmglL61Gfg8nd,anonymous,EN,1,5f4c4b277200c9868db9d43f,I pat attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,2,5f4c4b277200c9868db9d43f
2022-12-23 15:16:16,2022-12-23 15:17:14,0,100,57,1,2022-12-23 15:17:14,R_2Cq67XSg79h9s04,anonymous,EN,1,5ca5435273897b0001de44ff,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ca5435273897b0001de44ff
