StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,id_prolific,check,assertion_7_13,assertion_7_10,assertion_13_7,assertion_13_10,assertion_10_7,assertion_10_13,assertion_29_16,assertion_29_30,assertion_16_29,assertion_16_30,assertion_30_29,assertion_30_16,assertion_33_40,assertion_33_31,assertion_40_33,assertion_40_31,assertion_31_33,assertion_31_40,question_7_13,"question_7_10 ",question_13_7,question_13_10,question_10_7,question_10_13,"question_29_16 ",question_29_30,question_16_29,"question_16_30 ",question_30_29,question_30_16,question_33_40,"question_33_31 ","question 40_33 ",question_40_31,question_31_33,question_31_40,PROLIFIC_PID
2022-11-04 19:57:36,2022-11-04 19:58:29,0,24.43.123.82,100,53,1,2022-11-04 19:58:29,R_TdsOZt7pMMVWrQZ,,,,,32.8425,-117.2484,anonymous,EN,1,5cfca829c7d9910001ae87f8,I pay attention,1,2,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5cfca829c7d9910001ae87f8
2022-11-04 19:56:40,2022-11-04 19:58:45,0,68.36.211.76,100,125,1,2022-11-04 19:58:46,R_2WBz4j1GJYezM2J,,,,,42.2747,-83.3798,anonymous,EN,1,60fddd1ef83cc16b0411a2ba,"I pay attention ",,,,,1,1,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,60fddd1ef83cc16b0411a2ba
2022-11-04 19:56:11,2022-11-04 19:58:46,0,47.210.26.149,100,155,1,2022-11-04 19:58:47,R_1rdAjtpMo1i7Sxy,,,,,32.5434,-93.7011,anonymous,EN,1,5fbeb5b0ba6d34000a5e4a00,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,,,5fbeb5b0ba6d34000a5e4a00
2022-11-04 19:56:21,2022-11-04 19:58:47,0,76.93.182.43,100,145,1,2022-11-04 19:58:47,R_28FIAQgSfa4pSuv,,,,,33.0035,-117.0696,anonymous,EN,1,59e833e72f63d30001c8fb86,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,1,59e833e72f63d30001c8fb86
2022-11-04 19:57:25,2022-11-04 19:58:48,0,64.222.248.78,100,83,1,2022-11-04 19:58:48,R_3rU8kUzQBlvH2Yp,,,,,42.8575,-72.594,anonymous,EN,1,629e1dcac03690dc02e2859c,I pay attention,,,2,2,,,1,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,629e1dcac03690dc02e2859c
2022-11-04 19:57:51,2022-11-04 19:58:52,0,47.151.12.198,100,61,1,2022-11-04 19:58:53,R_1nVAFKG4572LjiN,,,,,33.7518,-117.9932,anonymous,EN,1,5928b05e590f0b000126edb8,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,,,,,1,1,5928b05e590f0b000126edb8
2022-11-04 19:57:55,2022-11-04 19:58:55,0,174.23.59.166,100,60,1,2022-11-04 19:58:56,R_1f9NpJsxpO9coiq,,,,,40.627,-111.8121,anonymous,EN,1,5c50ccae2423780001085cb9,I pay attention,2,2,,,,,,,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,5c50ccae2423780001085cb9
2022-11-04 19:57:43,2022-11-04 19:58:57,0,24.126.154.58,100,73,1,2022-11-04 19:58:57,R_1CloEtfBztFfY2M,,,,,34.024,-84.2396,anonymous,EN,1,62f86986459eb8ab70339c2d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,,62f86986459eb8ab70339c2d
2022-11-04 19:57:48,2022-11-04 19:59:02,0,216.24.98.91,100,74,1,2022-11-04 19:59:03,R_Q0QMvdtPMHeQGHf,,,,,36.8919,-76.2325,anonymous,EN,1,5dcf33e0961cb308755ac95b,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,1,1,,,,,5dcf33e0961cb308755ac95b
2022-11-04 19:53:22,2022-11-04 19:59:09,0,24.154.189.175,100,346,1,2022-11-04 19:59:09,R_2EaxetHVs4NWF4d,,,,,40.8795,-79.93,anonymous,EN,1,5b5b4df10d0e6800012cd36c,I pay attention,,,2,1,,,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,5b5b4df10d0e6800012cd36c
2022-11-04 19:58:50,2022-11-04 19:59:21,0,71.172.41.184,100,31,1,2022-11-04 19:59:22,R_3L6GGyEbqdN1eQZ,,,,,40.7424,-74.0325,anonymous,EN,1,5b406fc7c2e38100017613c4,I pay attention,,,,,1,1,,,,,1,2,,,,,1,1,,,,,,,,,,,,,,,,,,,5b406fc7c2e38100017613c4
2022-11-04 19:57:59,2022-11-04 19:59:29,0,35.146.9.23,100,89,1,2022-11-04 19:59:30,R_1H8EnoIe8KN3ux1,,,,,32.7816,-97.0828,anonymous,EN,1,6116f187f0db389b36196c1c,I pay attention,,,2,2,,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,6116f187f0db389b36196c1c
2022-11-04 19:58:41,2022-11-04 19:59:46,0,68.0.77.253,100,65,1,2022-11-04 19:59:47,R_3k6PSREbQbxnWZd,,,,,36.013,-95.9767,anonymous,EN,1,5a7d12a1f49c9a0001f33d53,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,2,,,,,5a7d12a1f49c9a0001f33d53
2022-11-04 19:58:59,2022-11-04 20:00:06,0,108.53.38.193,100,67,1,2022-11-04 20:00:06,R_3psw1pKWqKczGX2,,,,,40.7119,-74.2203,anonymous,EN,1,5a3bf28afbc64300010a2530,I pay attention,1,2,,,,,,,,,2,1,,,1,2,,,,,,,,,,,,,,,,,,,,,5a3bf28afbc64300010a2530
2022-11-04 19:59:07,2022-11-04 20:00:25,0,174.57.120.20,100,78,1,2022-11-04 20:00:25,R_1CwPCL5bCXwCApJ,,,,,39.6659,-74.9658,anonymous,EN,1,6137c72965565266b4354d38,I pay attention,,,,,,,,,,,,,,,,,,,1,1,,,,,2,2,,,,,2,2,,,,,6137c72965565266b4354d38
2022-11-04 19:59:18,2022-11-04 20:00:38,0,24.184.248.46,100,80,1,2022-11-04 20:00:39,R_3rJwPCCdqtplYpm,,,,,40.7924,-74.0096,anonymous,EN,1,5be10ec03e09dc00010e8ccc,I pay attention,,,1,2,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,5be10ec03e09dc00010e8ccc
2022-11-04 19:59:35,2022-11-04 20:00:44,0,100.12.226.194,100,69,1,2022-11-04 20:00:45,R_1IKnSS8JA1XCfVo,,,,,40.68,-73.775,anonymous,EN,1,63640eea073c333b9864c09c,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,,,63640eea073c333b9864c09c
2022-11-04 19:59:08,2022-11-04 20:00:49,0,24.151.61.69,100,101,1,2022-11-04 20:00:49,R_ApqDm8MW13MyhXz,,,,,41.5782,-73.415,anonymous,EN,1,5ac2f7e35cd1050001621c00,I pay attention,,,,,1,1,,,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5ac2f7e35cd1050001621c00
2022-11-04 19:59:13,2022-11-04 20:00:50,0,172.58.44.186,100,96,1,2022-11-04 20:00:50,R_b4uEvCUCzcPGN2x,,,,,47.6034,-122.3414,anonymous,EN,1,63654efbd7c8adfe8cee2b6a,"I pay attention ",,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,2,,,1,2,,,63654efbd7c8adfe8cee2b6a
2022-11-04 19:59:43,2022-11-04 20:01:05,0,71.92.163.86,100,81,1,2022-11-04 20:01:05,R_1LUxTA1nFChPMBK,,,,,39.6261,-119.6996,anonymous,EN,1,6286e40c379938abc16e254b,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,1,6286e40c379938abc16e254b
2022-11-04 20:00:35,2022-11-04 20:01:36,0,99.52.167.253,100,60,1,2022-11-04 20:01:36,R_1g0aXIDodR4wAtN,,,,,33.1177,-96.6791,anonymous,EN,1,5a7dfc2c5292b8000122bd74,I pay attention,,,,,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,5a7dfc2c5292b8000122bd74
2022-11-04 20:00:20,2022-11-04 20:01:37,0,174.20.190.252,100,77,1,2022-11-04 20:01:38,R_6A7BiZ9WZUKJFFT,,,,,45.0228,-93.3012,anonymous,EN,1,629fa760fe340707d1dfd548,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,,,1,1,629fa760fe340707d1dfd548
2022-11-04 20:00:46,2022-11-04 20:02:02,0,98.236.236.125,100,76,1,2022-11-04 20:02:02,R_10YF26M4qAE69dd,,,,,40.4171,-80.5614,anonymous,EN,1,5c7d6064f066ff001468d0f5,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,2,,,5c7d6064f066ff001468d0f5
2022-11-04 20:00:25,2022-11-04 20:02:03,0,69.212.103.199,100,97,1,2022-11-04 20:02:03,R_242bCeXlSGNxqwy,,,,,32.339,-97.4163,anonymous,EN,1,6109e66221c80df99630b0b3,I pay attention,,,,,1,1,1,2,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,6109e66221c80df99630b0b3
2022-11-04 20:00:58,2022-11-04 20:02:03,0,172.58.56.166,100,65,1,2022-11-04 20:02:03,R_3qs1uBGDzTIGcy8,,,,,35.0706,-106.5066,anonymous,EN,1,61fa94565719bc09cb834f00,I pay attention,1,2,,,,,,,2,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,61fa94565719bc09cb834f00
2022-11-04 20:00:11,2022-11-04 20:02:17,0,47.20.53.40,100,126,1,2022-11-04 20:02:18,R_2D5oPTrPu0ImFtD,,,,,41.1974,-73.1714,anonymous,EN,1,615351cf254ed1f941d06e61,I pay attention,,,2,2,,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,615351cf254ed1f941d06e61
2022-11-04 20:00:32,2022-11-04 20:02:49,0,24.102.202.218,100,137,1,2022-11-04 20:02:50,R_3iWhenR3oh1pwC0,,,,,40.9732,-75.5835,anonymous,EN,1,63615578602f86d88b70fa8a,"I pay attention ",,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,2,1,1,2,,,,,63615578602f86d88b70fa8a
2022-11-04 20:01:10,2022-11-04 20:03:26,0,73.84.130.49,100,135,1,2022-11-04 20:03:26,R_1jP3BqsZ2zqv328,,,,,26.8238,-80.1407,anonymous,EN,1,60675b278929f00a78c91c3f,I pay attention,,,2,2,,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,60675b278929f00a78c91c3f
2022-11-04 20:02:29,2022-11-04 20:03:40,0,97.90.132.19,100,70,1,2022-11-04 20:03:41,R_1LB889AD3EGBBEm,,,,,34.0899,-118.0871,anonymous,EN,1,5a6fa677c2eb6c00017e042e,I pay attention,1,2,,,,,,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5a6fa677c2eb6c00017e042e
2022-11-04 20:02:29,2022-11-04 20:03:56,0,75.109.37.78,100,87,1,2022-11-04 20:03:57,R_1E6xFIB6P8OLOI9,,,,,38.4096,-81.6747,anonymous,EN,1,5f13cd9693d2ed043a5e7c96,I pay attention,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,1,2,5f13cd9693d2ed043a5e7c96
2022-11-04 20:03:12,2022-11-04 20:04:15,0,73.101.93.73,100,63,1,2022-11-04 20:04:15,R_2sU2ajuy6qcMIqi,,,,,40.0305,-76.2833,anonymous,EN,1,5d4709f1291942001c2bf782,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,2,2,,,,,5d4709f1291942001c2bf782
2022-11-04 20:03:31,2022-11-04 20:04:16,0,71.186.186.210,100,44,1,2022-11-04 20:04:16,R_DB1ASQKDDHc5trb,,,,,42.9685,-78.7492,anonymous,EN,1,608de796e01aab901bea05d1,I pay attention,,,,,1,1,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,608de796e01aab901bea05d1
2022-11-04 20:01:46,2022-11-04 20:04:35,0,66.25.70.231,100,168,1,2022-11-04 20:04:35,R_VXpoaWjHf0oCNSp,,,,,29.4231,-98.5705,anonymous,EN,1,60270b1e704fd249e21b0ae2,I pay attention,1,2,,,,,,,,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,60270b1e704fd249e21b0ae2
2022-11-04 20:03:17,2022-11-04 20:04:36,0,206.54.199.197,100,78,1,2022-11-04 20:04:37,R_tF2BsRG57IrV8vT,,,,,29.572,-95.54,anonymous,EN,1,6300fa4d8504a0077a77a5b0,i pay attention,,,1,1,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,6300fa4d8504a0077a77a5b0
2022-11-04 20:03:06,2022-11-04 20:04:45,0,72.197.122.240,100,98,1,2022-11-04 20:04:45,R_30qUc6UNEZEDCWc,,,,,32.7203,-117.1552,anonymous,EN,1,60fcc830872e6203086fa1a6,I pay attention,,,,,1,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,60fcc830872e6203086fa1a6
2022-11-04 19:59:37,2022-11-04 20:04:49,0,174.207.227.1,100,311,1,2022-11-04 20:04:49,R_2fiEgffq7j0NUJp,,,,,39.1638,-84.4517,anonymous,EN,1,615dd68523c38ecff40b29b4,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,2,,,615dd68523c38ecff40b29b4
2022-11-04 20:04:17,2022-11-04 20:05:26,0,205.213.240.43,100,68,1,2022-11-04 20:05:26,R_Twq6jYEUWq8wVEJ,,,,,46.1143,-89.6348,anonymous,EN,1,5ff37fcafef4d1958f4ac4a3,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,2,,,1,2,,,,,5ff37fcafef4d1958f4ac4a3
2022-11-04 20:04:30,2022-11-04 20:05:35,0,173.29.42.212,100,65,1,2022-11-04 20:05:36,R_3noUwHEtKieyPeN,,,,,38.5608,-75.2121,anonymous,EN,1,550bb70bfdf99b6853dab45e,I pay attention,1,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,550bb70bfdf99b6853dab45e
2022-11-04 20:04:11,2022-11-04 20:05:52,0,23.242.141.85,100,100,1,2022-11-04 20:05:52,R_3dRoS2t6TvYhExP,,,,,33.7518,-117.9932,anonymous,EN,1,5f88fc9a4157a110c725e6f5,"I pay attention. ",,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,,,1,1,5f88fc9a4157a110c725e6f5
2022-11-04 20:04:06,2022-11-04 20:05:54,0,100.11.50.85,100,107,1,2022-11-04 20:05:54,R_1pXOxZy0KutFlDB,,,,,40.0364,-75.2219,anonymous,EN,1,55a82361fdf99b058cb281bd,"I pay attention"" in the box below. I really dislike this game, it's the most overrated game ever",,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,55a82361fdf99b058cb281bd
2022-11-04 20:01:50,2022-11-04 20:05:56,0,104.63.101.51,100,245,1,2022-11-04 20:05:56,R_12gtIA6BsOK7iGp,,,,,29.92,-95.5612,anonymous,EN,1,5c4c7a1a9446be00017e6b4a,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,,,,,1,1,,,5c4c7a1a9446be00017e6b4a
2022-11-04 20:04:18,2022-11-04 20:05:59,0,159.250.51.126,100,101,1,2022-11-04 20:06:00,R_3HBK5c57AYrIgQI,,,,,40.5076,-78.3925,anonymous,EN,1,6234b7dcc6c6e13d5121ad28,I pay attention,,,,,,,,,,,,,,,,,,,,,2,2,,,1,1,,,,,,,,,1,1,6234b7dcc6c6e13d5121ad28
2022-11-04 20:04:34,2022-11-04 20:06:09,0,76.115.0.16,100,95,1,2022-11-04 20:06:10,R_338RS6UT4s2DKCK,,,,,45.5472,-122.6417,anonymous,EN,1,60fe2255ec4625f1c70e8581,I pay attention,,,2,1,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,60fe2255ec4625f1c70e8581
2022-11-04 20:05:55,2022-11-04 20:06:56,0,75.161.196.126,100,61,1,2022-11-04 20:06:56,R_2XjsjT1xyWMxdyI,,,,,35.1013,-106.5247,anonymous,EN,1,5d61a3a5f923dd0001d0370f,I pay attention,,,,,1,1,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,5d61a3a5f923dd0001d0370f
2022-11-04 20:06:07,2022-11-04 20:07:06,0,73.145.138.57,100,58,1,2022-11-04 20:07:06,R_1mgW4t43emBaJ2d,,,,,42.7367,-84.4758,anonymous,EN,1,60ff4ce700aa0457fadbc736,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,,,1,2,,,60ff4ce700aa0457fadbc736
2022-11-04 20:04:43,2022-11-04 20:07:11,0,76.137.187.33,100,148,1,2022-11-04 20:07:11,R_TcFJCxI0MbDey5z,,,,,38.5879,-121.4053,anonymous,EN,1,5ee68971dde4ef4056079287,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,,,,,5ee68971dde4ef4056079287
2022-11-04 20:06:15,2022-11-04 20:07:25,0,99.53.203.214,100,69,1,2022-11-04 20:07:25,R_291ivMtMBBz76xX,,,,,32.7255,-96.6233,anonymous,EN,1,60fab1b96bd45f60d1b053dc,I pay attention,,,1,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,60fab1b96bd45f60d1b053dc
2022-11-04 20:05:03,2022-11-04 20:07:41,0,98.215.146.199,100,157,1,2022-11-04 20:07:42,R_1OVlNj5l3JUOcsv,,,,,40.5656,-89.6251,anonymous,EN,1,5ebc70e8d7a1780bedd1514e,I pay attention I pay attention I pay attention,1,1,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5ebc70e8d7a1780bedd1514e
2022-11-04 20:06:49,2022-11-04 20:07:42,0,173.22.99.29,100,53,1,2022-11-04 20:07:43,R_3nVoBhefW9U8lhB,,,,,42.0228,-91.6572,anonymous,EN,1,5b112baa9663ee000145eed2,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,,,,,,,,,1,1,5b112baa9663ee000145eed2
2022-11-04 20:07:14,2022-11-04 20:08:16,0,68.48.52.84,100,62,1,2022-11-04 20:08:17,R_1LicXXHeescGe9r,,,,,43.2369,-86.1951,anonymous,EN,1,5cfe79d535026c001a0d829c,I pay attention,,,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,5cfe79d535026c001a0d829c
2022-11-04 20:08:47,2022-11-04 20:09:30,0,174.246.193.43,100,43,1,2022-11-04 20:09:31,R_3esoSeZrq9v7YUI,,,,,32.7797,-96.8022,anonymous,EN,1,5e952145d04298128b30bfcd,"i pay attention ",,,,,2,1,1,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5e952145d04298128b30bfcd
2022-11-04 20:08:09,2022-11-04 20:09:40,0,67.182.219.205,100,91,1,2022-11-04 20:09:41,R_1H2xPdlMyrVCQSy,,,,,40.041,-111.7316,anonymous,EN,1,58eec4b09fbdde00011e95b0,I pay attention,,,,,2,1,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,58eec4b09fbdde00011e95b0
2022-11-04 20:08:51,2022-11-04 20:10:05,0,71.135.7.251,100,73,1,2022-11-04 20:10:05,R_3KH4t6N1mR6Nle1,,,,,35.7178,-78.8428,anonymous,EN,1,5ca2d3dd010c73001606b7d8,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,2,2,,,,,5ca2d3dd010c73001606b7d8
2022-11-04 20:08:38,2022-11-04 20:10:06,0,12.7.233.13,100,88,1,2022-11-04 20:10:07,R_25Ksg4xE6OHb7ia,,,,,35.8585,-84.1206,anonymous,EN,1,610752fa5b54228c75f3ced4,I pay attention,1,2,,,,,,,2,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,610752fa5b54228c75f3ced4
2022-11-04 20:09:10,2022-11-04 20:10:19,0,75.149.192.249,100,69,1,2022-11-04 20:10:20,R_2y11HuFv22V7NTu,,,,,41.9215,-87.6446,anonymous,EN,1,5f1703a31ea06d025b729ad9,I pay attention,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,2,1,2,,,,,5f1703a31ea06d025b729ad9
2022-11-04 20:09:46,2022-11-04 20:10:32,0,76.230.85.102,100,46,1,2022-11-04 20:10:32,R_3hARFJKwlb7MNsx,,,,,41.689,-87.7803,anonymous,EN,1,56b2f64c9b4875000b2099f2,"I pay attention ",1,1,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,56b2f64c9b4875000b2099f2
2022-11-04 20:07:27,2022-11-04 20:10:58,0,75.109.23.224,100,211,1,2022-11-04 20:10:59,R_2ysx7RXRm7gIkBJ,,,,,38.1372,-81.5962,anonymous,EN,1,6110b51bf43f377f957c80df,I pay attention,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,1,1,,,6110b51bf43f377f957c80df
2022-11-04 20:09:23,2022-11-04 20:11:12,0,172.58.229.239,100,109,1,2022-11-04 20:11:13,R_1JEM5CUFnvXho4W,,,,,40.7258,-73.862,anonymous,EN,1,5c6a617c4330ba000182510e,I Pay Attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,1,5c6a617c4330ba000182510e
2022-11-04 20:10:11,2022-11-04 20:11:21,0,168.103.129.2,100,70,1,2022-11-04 20:11:22,R_vIhIUvixREaPje9,,,,,43.6138,-116.3972,anonymous,EN,1,610790e286844c36e02f906c,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,,,610790e286844c36e02f906c
2022-11-04 20:09:47,2022-11-04 20:12:19,0,172.58.110.203,100,152,1,2022-11-04 20:12:20,R_22AcXzgOOZrvkOL,,,,,32.7797,-96.8022,anonymous,EN,1,630767b6bab20a202f64eba7,630767b6bab20a202f64eba7,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,2,,,1,1,,,,,630767b6bab20a202f64eba7
2022-11-04 20:10:56,2022-11-04 20:12:22,0,68.10.23.237,100,86,1,2022-11-04 20:12:22,R_3RaUgPqIBLqNzeS,,,,,37.0534,-76.3012,anonymous,EN,1,5b954f10754b700001f06bf0,I pay attention,,,,,1,1,,,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,5b954f10754b700001f06bf0
2022-11-04 20:11:27,2022-11-04 20:12:32,0,67.165.91.184,100,65,1,2022-11-04 20:12:33,R_9So2mISNB4YwvFn,,,,,40.6189,-79.159,anonymous,EN,1,5b60e0c41f5224000167756b,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,,,,,1,1,5b60e0c41f5224000167756b
2022-11-04 20:11:50,2022-11-04 20:12:59,0,76.136.184.231,100,69,1,2022-11-04 20:13:00,R_ZBFvV5xD6yNnbKp,,,,,41.5946,-87.5942,anonymous,EN,1,5c8198fcf29fd90001a2b9c9,I pay attention,,,1,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5c8198fcf29fd90001a2b9c9
2022-11-04 20:11:01,2022-11-04 20:13:02,0,98.52.28.181,100,121,1,2022-11-04 20:13:03,R_1riat9VHuZq9TXA,,,,,42.2739,-89.0474,anonymous,EN,1,5a80bf6e2a842c0001fc9064,I pay attention,,,1,2,,,,,,,2,1,,,1,2,,,,,,,,,,,,,,,,,,,,,5a80bf6e2a842c0001fc9064
2022-11-04 20:11:08,2022-11-04 20:13:06,0,70.95.57.60,100,118,1,2022-11-04 20:13:06,R_2VpT5tvCyLe2vOi,,,,,32.7994,-117.1686,anonymous,EN,1,6148c0a6e2353cbbac1cd506,I pay attention,,,1,2,,,1,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,6148c0a6e2353cbbac1cd506
2022-11-04 20:10:40,2022-11-04 20:13:08,0,71.247.37.235,100,148,1,2022-11-04 20:13:09,R_21h5AFYtO2l0PjV,,,,,40.6877,-73.9267,anonymous,EN,1,6109947c70eb94a943c213eb,I pay attention,1,2,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,6109947c70eb94a943c213eb
2022-11-04 20:12:09,2022-11-04 20:13:25,0,174.207.238.163,100,75,1,2022-11-04 20:13:26,R_RKR9JAhmJpLnos1,,,,,39.7589,-84.0618,anonymous,EN,1,6111535477f8632ee162925b,"I pay attention ",1,2,,,,,,,,,1,2,,,,,2,1,,,,,,,,,,,,,,,,,,,6111535477f8632ee162925b
2022-11-04 20:11:43,2022-11-04 20:13:27,0,73.131.24.151,100,104,1,2022-11-04 20:13:28,R_8oeFTvPRoXNAhpv,,,,,32.8215,-80.0568,anonymous,EN,1,6229dbeebf010053193d5f4f,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,1,6229dbeebf010053193d5f4f
2022-11-04 20:12:42,2022-11-04 20:13:49,0,71.158.88.105,100,66,1,2022-11-04 20:13:50,R_2RQAQUK3MSgzbVu,,,,,35.8639,-78.535,anonymous,EN,1,5a8b527d5292b80001232b81,I pay attention,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,,,1,1,,,5a8b527d5292b80001232b81
2022-11-04 20:11:58,2022-11-04 20:14:05,0,174.59.220.88,100,126,1,2022-11-04 20:14:05,R_2BwUAMr3g9EKGZY,,,,,40.8974,-77.7722,anonymous,EN,1,5962ceff8474920001bd266e,I pay attention,,,,,2,1,,,2,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,5962ceff8474920001bd266e
2022-11-04 20:12:03,2022-11-04 20:14:27,0,172.75.81.234,100,144,1,2022-11-04 20:14:28,R_3JJGFLDyqHdilne,,,,,34.6863,-79.9174,anonymous,EN,1,5d5618b69cd0f20015e1ab0d,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,1,2,5d5618b69cd0f20015e1ab0d
2022-11-04 20:12:08,2022-11-04 20:14:37,0,68.52.26.197,100,149,1,2022-11-04 20:14:38,R_yrltLq7zRJCWQx3,,,,,36.0758,-87.4,anonymous,EN,1,611af405085b2a25ec6e1eae,I pay attention.,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,,611af405085b2a25ec6e1eae
2022-11-04 20:13:12,2022-11-04 20:14:51,0,70.115.222.161,100,98,1,2022-11-04 20:14:51,R_2s6AWbHvGcI6lkN,,,,,31.9033,-106.417,anonymous,EN,1,5c7307403065320001bdf00f,I pay attention,,,1,2,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,5c7307403065320001bdf00f
2022-11-04 20:13:20,2022-11-04 20:15:12,0,99.14.48.10,100,112,1,2022-11-04 20:15:12,R_2sRXgnW997TEVDM,,,,,36.5818,-87.4162,anonymous,EN,1,5f8a1fcf2773900d456a3e70,"I pay attention ",,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,1,1,,,,,5f8a1fcf2773900d456a3e70
2022-11-04 20:14:13,2022-11-04 20:15:15,0,73.252.147.66,100,62,1,2022-11-04 20:15:15,R_1jy1qZcAeZs4vpN,,,,,37.3417,-121.9753,anonymous,EN,1,55afe01bfdf99b4ba8045bea,I pay attention,1,2,,,,,,,2,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,55afe01bfdf99b4ba8045bea
2022-11-04 20:13:44,2022-11-04 20:15:17,0,165.225.59.50,100,93,1,2022-11-04 20:15:18,R_1kSOm9hmiJJsH4X,,,,,42.0128,-88.0967,anonymous,EN,1,60cf3c8ed9f0c2b149342756,I pay attention,,,1,2,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,60cf3c8ed9f0c2b149342756
